頭金,支払金額
鬻ぐ,交わす
鬻ぐ,取引
自動車運転,運転
有蓋貨車,貨車
破れ間,販路
離礁,浮かべる
言合う,語らう
舞い上がる,翔ぶ
差し障る,押しとどめる
差し障る,不利
体型,背格好
だんまり,容態
だんまり,演技
落着ける,労る
寺僧,精神的指導者
容赦会釈,容赦
容赦会釈,親切
頭字語,語形
壮麗,優等
壮麗,優等
正装する,着飾る
名人,個人
名人,絵描
名人,巧者
名人,競争相手
アソシエーションフットボール,フートボール
粒,分野
粒,粒子
幻肢,幻影
ワークステーション,デジタル計算機
阻止,行ない
阻止,足手纏
阻止,反対票を投じる
阻止,防ぐ
阻止,よくないと思う
阻止,押しとどめる
阻止,不利
阻止,押しとどめる
阻止,行ない
阻止,足手纏
阻止,反対票を投じる
阻止,防ぐ
阻止,よくないと思う
阻止,押しとどめる
阻止,不利
阻止,押しとどめる
語幹,語形
荷積み,充す
内部管理,コントロール
ディスケット,マグネティックディスク
社会主義経済,統制経済
裁く,申し渡す
裁く,解決
裁く,思い定める
奴僕,サラリーマン
壇,営造物
壇,平坦
人倫,動因
人倫,性状
輪ゴム,バンド
好餌,誘惑
好餌,犠牲
コンガ,社交ダンス
コンガ,社交ダンス
ヘラオオバコ,オオバコ
ヌードル,パスタ
寄っかかる,触れ合う
興す,生みだす
カーブ,曲がり
カーブ,一部分
カーブ,ピッチ
カーブ,ライン
カーブ,ライン
カーブ,湾曲
カーブ,湾曲
カーブ,向き直る
カーブ,曲がり
カーブ,一部分
カーブ,ピッチ
カーブ,ライン
カーブ,ライン
カーブ,湾曲
カーブ,湾曲
カーブ,向き直る
雄蜂,ハナバチ
切り上げる,減じる
切り上げる,終らす
第三リン酸ナトリウム,中性洗剤
省察,話し合い
省察,鑑定
省察,話し合い
省察,鑑定
ガラガラとさせる,揺する
雄蘂,生殖構造
お召,衣装
気の毒がる,泣く
タイムセール,時
跳ねる,動かす
跳ねる,跳躍
跳ねる,跳躍
遅れる,愚図付く
怒らせる,掻き立てる
奪取る,失敬
奪取る,要求
アミ,女子
アミ,恋人
アミ,個人
ドロップ,落ちる
後退る,動く
後退る,動かす
後退る,退る
論議,口演
論議,通信
論議,話し合い
論議,言語行動
論議,食い違い
論議,議する
論議,語らう
論議,話しあう
論議,取りあつかう
論議,呈する
論議,口演
論議,通信
論議,話し合い
論議,言語行動
論議,食い違い
論議,議する
論議,語らう
論議,話しあう
論議,取りあつかう
論議,呈する
抱きつく,持つ
揺るがす,動かす
揺るがす,移転
揺るがす,掻き立てる
揺るがす,震う
揺るがす,弱める
揺るがす,動かす
下紐,アクセ
寿像,彫物
還元,変易
還元,反応
還元,賦する
還元,刷新
還元,変易
還元,反応
還元,賦する
還元,刷新
オーブンで焼かれた食品,食べ物
磨硝子,はり
王,競争相手
王,人君
王,営業マン
効果,事象
効果,余波
効果,成果
効果,症候
効果,有効性
効果,印象
荷馬車,車
入口の間,室
調剤師,医療従事者
使徒,信者
使徒,門弟
使徒,信徒
丸鼻蜂,ハナバチ
慶祝,顔を合わせる
慶祝,顔を合わせる
傍観者,観客
二従姉妹,肉縁
歯ぐき,動物組織
インヴォイス,決算報告
奈落の底,谷間
下限,分界
下限,管制
下限,極値
下限,一片
書上げる,起稿
認可,許し
認可,可決
認可,公文書
認可,公文書
認可,可決
認可,許し
認可,受容れる
認可,認証
認可,聴す
認可,許し
認可,可決
認可,公文書
認可,公文書
認可,可決
認可,許し
認可,受容れる
認可,認証
認可,聴す
民間伝承,物語り
民間伝承,伝統知識
ボトル,槽
風袋,平衡錘
風袋,性状
蔑ろ,不行儀
蔑ろ,不行儀
採集,集まり
採集,貯える
採集,得る
採集,集まり
採集,貯える
採集,得る
走,歩行運動
サボタージ,抗する
作業班,社会的単位
三部合唱,コンポジッション
フィズ,飲み料
取り戻すこと,行ない
孤立,孤独癖
孤立,不参加
孤立,分離
孤立,疎隔
宿存,ではある
おさらい,練習
引っくくる,束縛
引っくくる,付着
引っくくる,作り付ける
銀行預金,基金
湯がく,処理
改竄,間違って伝える
改竄,駁論
改竄,ごまかす
疑り,精神状態
疑り,性状
疑り,印象
生態系,システム
説得力のある証拠,裏付
地学,理学
切除,取りはらい
切除,落ちる
切除,取りはらい
切除,落ちる
横幅,ディメンション
人格,属性
人格,習性
人格,習性
人格,性質
言伝,記録
言伝,物語り
脳血管発作,攻撃
産みだす,生じる
産みだす,稼ぐ
産みだす,生みだす
産みだす,生みだす
産みだす,成長
胸墻,守
見附る,見付ける
見附る,見付ける
見附る,得る
見附る,得る
見附る,思い描く
舞降りる,落ちる
ひりつく,見取る
ユチリチー,性状
お尻,表
お尻,身体部位
コンテスト,角逐
コンテスト,催し物
簡要,辞意
乙女子,女子
乙女子,女
電子デバイス,機器
帳付け,主計
輝銀鉱,ミネラル
人員,職員
人員,オーガナイゼーション
糾合,動員
花唇,花葉
養生,休み
惑乱,精神状態
惑乱,狼藉
惑乱,迷わす
惑乱,精神状態
惑乱,狼藉
惑乱,迷わす
高潮,大きな出来事
竹蓖がえし,処罰
浮き出す,上がる
阻礙,制約
阻礙,押しとどめる
阻礙,押しとどめる
阻礙,不利
混濁,精神状態
クリスタル,石ころ
クリスタル,固体
クリスタル,ギヤマン
素っ裸,容態
持続性,耐久性
持続性,耐久性
持続性,耐久性
阿魔っ子,女子
配当,取り分
配当,割振
配当,所得
配当,資産
配当,ボーナス
配当,役だてる
配当,配る
配当,取り分
配当,割振
配当,所得
配当,資産
配当,ボーナス
配当,役だてる
配当,配る
インデン,炭化水素
途切らせる,中断
途切らせる,押しとどめる
途切らせる,終らす
和する,調和
和する,調和
和する,讃する
要砦,守
安楽いす,ひじ掛け椅子
いたぶる,悩ます
いたぶる,逆撫でる
いたぶる,損なう
いたぶる,苦します
脈,アウトルック
脈,生命徴候
脈,歩合
脈,血管
取りすてる,取去る
取りすてる,消去
シルバー,貴金属
シルバー,導電体
シルバー,グレー
ディメトロドン,単弓類
討論者,論争者
広告代理店,エージェンシー
減俸,減少
治定,結付き
治定,統べる
治定,結付き
治定,統べる
石油化学製品,有機化合物
程,程度
程,規模
程,性質
栄光,正しさ
栄光,地位
栄光,名聞
栄光,名聞
ラフィノース,三糖
かすめる,過ぎゆく
群り,集団
寄り集まる,交流
買込み,取得
法廷助言者,補佐人
カトレア,幽客
トロンボーン,金管
基礎代謝率,代謝率
語義,意味
捜索令状,令状
採決,選り抜き
採決,採択
採決,選り抜き
採決,採択
バックギャモン,ボードゲーム
バリヤー,メカ
バリヤー,差し障り
可算名詞,名詞
兆候,エクスペリエンス
兆候,手蔓
兆候,しるし
兆候,信号
兆候,通信
記者,作家
記者,コミュニケーター
類える,鑑定
麻薬を吸う,吸入れる
耳擦り,コメント
防風林,垣
肉づける,あぶり出す
見忘れる,書き洩す
酸性雨,大気汚染
辨証法,哲学
地下室,フローア
際涯,限度
際涯,分界
青二才,出来星
青二才,初心者
青二才,少年
雄大さ,優等
雄大さ,風情
フレクシビリティー,可鍛性
フレクシビリティー,適応性
截口,販路
次元,場所
次元,空間性
次元,性質
テレヴィジョン,放送
テレヴィジョン,レシーバー
策士,計画者
策士,オポチュニスト
策士,計画者
手懸ける,取引
化学式,口述
プロピル基,基
テレカンファレンス,コンファレンス
当てはまる,連なる
月毛の馬,乗り馬
態,性状
態,風姿
トラベラー,個人
アート,創造物
アート,創造
干潮,潮合い
取払,分立
吸い入れる,摂する
吸い入れる,息吹く
専門ガッコ,学園
ダイア,Ｃ
ダイア,玉瑛
ダイア,貴石
ダイア,予定表
冷かす,統べる
冷かす,あざ笑う
冷かす,掛ける
冷かす,無視する
インディゴ,染料
側ら,地域
クラスター,集塊
クラスター,構成子
フランネル,切れ地
雄たけび,叫泣き
雄たけび,叫泣き
暴騰,引上
暴騰,上がる
暴騰,引上
暴騰,上がる
こんがらかす,入換える
こんがらかす,ではある
生彩,興味を起こさせる力
生彩,力強さ
生彩,活気
召し上る,喰う
召し上る,摂する
召し上る,摂する
ミュージシャン,絵描
ミュージシャン,公演者
小口,裏付
エクリチュール,著作
肝炎,伝染病
肝炎,肝疾患
戴冠式,着任
ミニアチュア,彩画
顕れる,表われる
顕れる,表われる
顕れる,表われる
野球クラブ,野球チーム
大当たり,出来事
大当たり,上首尾
大当たり,上首尾
兵役,寄与
年間,ピリオド
無彩色,色
不道理,ちんぷんかん
商物,アーチファクト
アーティチョーク,草片
定位,向き
ガム,お菓子
飛躍,引上
飛躍,遷移
飛躍,動かす
飛躍,書き洩す
飛躍,引上
飛躍,遷移
飛躍,動かす
飛躍,書き洩す
若盛り,人生の一時期
小さな町,コンミュニティー
洗濯籠,籠
足蹴,擲り
共同融資,貸出し
取り外し,分立
取り外し,引去る
取り外し,分立
取り外し,引去る
キャリアー,アドバンス
シトルリン,アミノ酸
吐き気,症候
レフリー,アンパイア
行い,行ない
行い,事
行い,習性
行い,アクティビティー
オーナ,個人
オーナ,営業マン
うぬぼれ,心緒
うぬぼれ,傲り
投球,推進
投球,プレー
投球,ほうる
投球,推進
投球,プレー
投球,ほうる
ペーパ,エセー
ペーパ,プレス
処女航海,舟路
掛かり合い,動静
掛かり合い,抽象的実体
掛かり合い,動静
掛かり合い,結付き
掛かり合い,結付き
現像,処理
現像,処理
出っ鼻,分野
出っ鼻,時点
諫言,奨め
プロタミン,単純タンパク質
まき,社会集団
フォーマット,報
フォーマット,分割
フォーマット,報
フォーマット,分割
音域,音色
厄難,変易
厄難,不良
厄難,心配
厄難,災難
気象学,地学
気象学,兼言
ブリンツ,パンケーキ
燻す,処理
区切れ,沈滞
付き従う,従う
付き従う,お手伝い
付き従う,動く
付き従う,添う
冒涜,失敬
冒涜,発話
冒涜,罵る
冒涜,襲いかかる
冒涜,失敬
冒涜,発話
冒涜,罵る
冒涜,襲いかかる
起きている,覚める
駆る,誘発
駆る,強いる
駆る,無理強
駆る,コントロール
生む,生じる
生む,稼ぐ
生む,生みだす
生む,生みだす
生む,給する
生む,生みだす
生む,作り上げる
生む,生みだす
生む,誘発
生む,生みだす
返咲き,アドバンス
ディテール,話し合い
ディテール,事実
ディテール,一部分
原子炉,器械
原子炉,リアクター
尿細管,細管
目覚める,なる
飲む,遣っつける
飲む,摂する
飲む,摂する
飲む,押さえ付ける
アスパラギン,アミノ酸
過ぎ越,移動祝日
捕食動物,四つ脚
半影,影
コンベア,ベルト
海波,動くこと
親無し子,キッド
建築,アーチファクト
建築,営造物
建築,実業
建築,専門
建築,分野
建築,美術
建築,生みだす
建築,創作
建築,築造
